,lat,lon,reason,name,dia,year,season
165,51.23481669,6.85898251,Sturmschaden,Bergahorn,123.0,2018,so
166,51.23124212,6.843986099999999,Sonst,Lederhülsenbaum,,2018,so
167,51.23827185,6.83361338,Ausgebrochen,Ross-Kastanie,211.0,2018,so
168,51.23581752,6.85065069,Pilzbefall,Scheinakazie,277.0,2018,so
169,51.2395792,6.83103378,Sturmschaden,Ross-Kastanie,198.0,2018,so
170,51.23968498,6.83086017,Ausgebrochen,Ross-Kastanie,233.0,2018,so
171,51.24262645,6.82882599,Morschung,Roteiche,312.0,2018,so
172,51.24075978,6.82928284,Sturmschaden,Ross-Kastanie,168.0,2018,so
173,51.23672906,6.83031057,Pilzbefall,Kastanie,389.0,2018,so
174,51.24557821,6.81911606,Riss,Silber-Ahorn,132.0,2018,so
175,51.23703362,6.82967275,Pilzbefall,Kastanie,301.0,2018,so
176,51.2331833,6.82268788,Pilzbefall,Bergahorn,245.0,2018,so
177,51.24082436,6.82607685,Morschung,Linde,272.0,2018,so
178,51.23939062,6.82347973,Morschung,Linde,227.0,2018,so
179,51.22993626,6.82306865,Morschung,Ross-Kastanie,230.0,2018,so
180,51.23154187,6.82092822,Abgestorben,Korkbaum,166.0,2018,so
181,51.25151791,6.82829917,Pilzbefall,Rotbuche,312.0,2018,so
182,51.23195992,6.81437786,Sonst,Linde,,2018,so
183,51.23192779,6.81455014,Sonst,Linde,,2018,so
184,51.23420035,6.81393774,Riss,Fächerblattbaum,242.0,2018,so
185,51.22983486,6.81340741,Pilzbefall,Scheinakazie,178.0,2018,so
186,51.23538874,6.81065646,Pilzbefall,Linde,220.0,2018,so
187,51.26708126,6.77294022,Morschung,Sandbirke,175.0,2018,so
188,51.26770244,6.76965315,Pilzbefall,Linde,185.0,2018,so
189,51.26842389,6.76838384,Morschung,Salweide,280.0,2018,so
190,51.27122899,6.77368646,Sonst,Scheinakazie,,2018,so
191,51.27179794,6.77402312,Morschung,Scheinakazie,170.0,2018,so
192,51.259774,6.76155778,Pilzbefall,Pappel,210.0,2018,so
193,51.26037208,6.76140301,Stammschaden,Pappel,190.0,2018,so
194,51.26076372,6.76135445,Stammschaden,Pappel,189.0,2018,so
195,51.25890327,6.76015872,Sonst,Silberahorn,,2018,so
196,51.25887242,6.76021984,Sonst,Silberahorn,,2018,so
197,51.261057,6.76111974,Pilzbefall,Pappel,180.0,2018,so
198,51.26158476,6.7606082999999995,Pilzbefall,Scheinakazie,170.0,2018,so
199,51.25439449,6.76642904,Pilzbefall,Eberesche,110.0,2018,so
200,51.25482879,6.76542566,Pilzbefall,Eberesche,110.0,2018,so
201,51.27014188,6.74833336,Sonst,Ross-Kastanie,,2018,so
202,51.26133284,6.76668764,Pilzbefall,Scheinakazie,165.0,2018,so
203,51.26243996,6.76143525,Pilzbefall,Scheinakazie,170.0,2018,so
204,51.26250552,6.76182067,Abgestorben,Sandbirke,100.0,2018,so
205,51.25925727,6.76057309,Morschung,Blauglockenbaum,140.0,2018,so
206,51.26024638,6.75988213,Stammschaden,Kirsche,140.0,2018,so
207,51.26042487,6.76047734,Abgestorben,Eberesche,320.0,2018,so
208,51.25808442,6.75869411,Abgestorben,Eberesche,100.0,2018,so
209,51.25780388,6.75855655,Morschung,Italienische Pyramiden-Pappel,285.0,2018,so
210,51.26949141,6.76010727,Sonst,Spitzahorn,,2018,so
211,51.27003793,6.75994663,Sonst,Bergahorn,,2018,so
212,51.27071438,6.75983616,Morschung,Scheinakazie,160.0,2018,so
213,51.27029518,6.74834493,Stammschaden,Ross-Kastanie,165.0,2018,so
214,51.25855166,6.73238268,Sonst,Gemeine Esche,,2018,so
215,51.23613345,6.83552698,Sonst,Hainbuche,,2018,so
216,51.23623386,6.83474192,Pilzbefall,Sumpfeiche,354.0,2018,so
217,51.23652733,6.83337286,Sonst,Linde,,2018,so
218,51.24163327,6.7723192999999995,Sonst,Fraxinus,,2018,so
219,51.2414559,6.77030246,Sonst,Pappel,,2018,so
220,51.2465696,6.76771462,Sonst,Bergahorn,,2018,so
221,51.23243739,6.70888408,Sonst,Bergahorn,,2018,so
222,51.23238588,6.70890798,Sonst,Bergahorn,,2018,so
223,51.24713249,6.7202178,Abgestorben,Bergahorn,150.0,2018,so
224,51.24589294,6.71748028,Sonst,Linde,,2018,so
225,51.22702655,6.74935481,Pilzbefall,Silber-Pappel,250.0,2018,so
226,51.21409946,6.78814074,Abgestorben,Spitzahorn,200.0,2018,so
227,51.21264346,6.79147125,Morschung,Strassenakazie 'Monophylla',180.0,2018,so
228,51.21203773,6.79191878,Morschung,Strassenakazie 'Monophylla',181.0,2018,so
229,51.18696218,6.82742053,Pilzbefall,Robinie,180.0,2018,so
230,51.18517026,6.82441906,Morschung,Robinie,160.0,2018,so
231,51.18505652,6.82426128,Morschung,Robinie,150.0,2018,so
232,51.18492958,6.82408051,Morschung,Robinie,150.0,2018,so
233,51.18546227,6.82479556,Pilzbefall,Robinie,150.0,2018,so
234,51.25612732,6.7812035999999996,Abgestorben,Lawsons Scheinzypresse,170.0,2018,so
235,51.22942791,6.78777148,Sonst,Vogelkirsche,,2018,so
236,51.30335264,6.7471155,Morschung,Silberweide,80.0,2018,so
237,51.20770711,6.79915184,Sonst,Kaiser Linde,,2018,so
238,51.20781821,6.79891904,Sonst,Hollaendische Linde,,2018,so
239,51.20808759,6.79792186,Sonst,Krim-Linde,,2018,so
240,51.20822676,6.79830122,Sonst,Krim-Linde,,2018,so
241,51.20782345,6.7977114,Sonst,Hollaendische Linde,,2018,so
242,51.20575977,6.80036843,Sonst,Amerikanische rot-Eiche,,2018,so
243,51.20544999,6.7996015,Sonst,Sommer-Eiche,,2018,so
244,51.20551828,6.79966052,Sonst,Amerikanische rot-Eiche,,2018,so
245,51.29994021,6.73191015,Morschung,Schein-Akazie - silberregen,120.0,2018,so
246,51.20263802,6.81040201,Sonst,Einblaettrige Robinie,,2018,so
247,51.20263802,6.81040201,Sonst,Scheinakazie,,2018,so
248,51.20268733,6.81039352,Stammschaden,Scheinakazie,176.0,2018,so
249,51.20719371,6.80641243,Sonst,Hollaendische Linde,,2018,so
250,51.20733361,6.80634336,Sonst,Hollaendische Linde,,2018,so
251,51.30747423,6.74304133,Abgestorben,Kaiser Linde,360.0,2018,so
252,51.25756777,6.75701104,Sonst,Sandbirke,,2018,so
253,51.25763138,6.75854731,Sonst,Trauerweissbirke-Haengebirke,,2018,so
254,51.25833323,6.75846199,Morschung,Italienische pyramiden-Pappel,300.0,2018,so
255,51.25753935,6.75987974,Sonst,Scheinakazie,,2018,so
256,51.25762553,6.76106491,Sonst,Suess-Kirsche,,2018,so
257,51.26392906,6.76017766,Abgestorben,Sandbirke. weiss-Birke,93.0,2018,so
258,51.26806562,6.732687400000001,Pilzbefall,Gemeine eberesche-Vogelbeerbau,120.0,2018,so
259,51.26419541,6.74776813,Stammschaden,Gemeine hainbuche-Gemeine weis,98.0,2018,so
260,51.26035074,6.74829152,Morschung,Gemeine Esche,180.0,2018,so
261,51.20594676,6.80795793,Sturmschaden,Bergahorn,174.0,2018,so
262,51.20370936,6.81036937,Stammschaden,Spitzahorn,186.0,2018,so
263,51.20367966,6.81036821,Stammschaden,Bergahorn,142.0,2018,so
264,51.32707669,6.78332961,Sonst,Suess-Kirsche,,2018,so
265,51.26394612,6.74789915,Sturmschaden,Silber-Ahorn,230.0,2018,so
266,51.31866465,6.75247672,Sonst,Eberesche,,2018,so
267,51.31874189,6.75252289,Sonst,Eberesche,,2018,so
268,51.25623018,6.74886355,Stammschaden,Italienische pyramiden-Pappel,320.0,2018,so
269,51.25768059,6.74376506,Pilzbefall,Japanische Zierkirsche 'kanzan,210.0,2018,so
270,51.13517496,6.8994478,Stammschaden,Grosslaubige-Mehlbeere,110.0,2018,so
271,51.25848813,6.76236359,Abgestorben,Spitzahorn,110.0,2018,so
272,51.2552781,6.78054623,Pilzbefall,Sandbirke. weiss-Birke,124.0,2018,so
273,51.25584686,6.78098292,Sonst,Abendlaendischer Lebensbaum,,2018,so
274,51.25511622,6.79342379,Sonst,Italienische pyramiden-Pappel,,2018,so
275,51.26642084,6.76819017,Gebäudeschäden,Schein-Akazie - silberregen,80.0,2018,so
276,51.25976347,6.76238535,Sturmschaden,Feld-Ahorn,90.0,2018,so
277,51.25980648,6.762343700000001,Sturmschaden,Suess-Kirsche.vogel-kirsche,150.0,2018,so
278,51.25925412,6.76242514,Sturmschaden,Schwarz-Ahorn 'faassen's black,160.0,2018,so
279,51.26706925,6.75262011,Abgestorben,Sandbirke,130.0,2018,so
280,51.26825766,6.75191783,Sonst,,,2018,so
281,51.26722012,6.75412176,Abgestorben,Sandbirke,85.0,2018,so
282,51.26721041,6.75415004,Abgestorben,Sandbirke,90.0,2018,so
283,51.26904149,6.76174904,Sonst,Gemeine eberesche,,2018,so
284,51.23539951,6.85672017,Sonst,Scheinakazie,,2018,so
285,51.31939839,6.74536026,Sonst,Suess-Kirsche,,2018,so
286,51.26280082,6.79177331,Abgestorben,Scheinakazie,93.0,2018,so
287,51.26290947,6.78980139,Sturmschaden,Scheinakazie,174.0,2018,so
288,51.27112921,6.77430879,Pilzbefall,Echte Mehlbeere,105.0,2018,so
289,51.27247707,6.77826048,Abgestorben,Echte Mehlbeere,143.0,2018,so
290,51.27650567,6.78769535,Sturmschaden,Mahagoni-Kirsche,152.0,2018,so
291,51.26072459,6.76108142,Rußrindenkrankheit,Spitzahorn,110.0,2018,so
292,51.26632155,6.75461257,Unfallschaden,Spitz-Ahorn,110.0,2018,so
293,51.26569805,6.75615637,Sturmschaden,Lawsons Scheinzypresse,160.0,2018,so
294,51.26644981,6.74343913,Unfallschaden,Suess-Kirsche.vogel-kirsche,150.0,2018,so
295,51.26579934,6.74110089,Abgestorben,Sandbirke. weiss-Birke,90.0,2018,so
296,51.26571312,6.74072981,Morschung,Trauben-Eiche - winter-eiche,190.0,2018,so
297,51.26639457,6.74403505,Sonst,Sandbirke,,2018,so
298,51.26579966,6.74440925,Sonst,Feld-Ahorn,,2018,so
299,51.26476405,6.74553885,Morschung,Spitzahorn,110.0,2018,so
300,51.26464066,6.77122949,Stammschaden,Feld-Ahorn - hecken-ahorn - ma,90.0,2018,so
301,51.26464706,6.77096556,Abgestorben,Kultur-Birne,110.0,2018,so
302,51.27046591,6.74873014,Abgestorben,Gemeine kiefer,80.0,2018,so
303,51.27048812,6.74894483,Abgestorben,Gemeine hainbuche,80.0,2018,so
304,51.27055382,6.74887724,Stammschaden,Steinweichsel,160.0,2018,so
305,51.27064141,6.74925117,Abgestorben,Gemeine kiefer,90.0,2018,so
306,51.27062997,6.74933904,Stammschaden,Spitzahorn,150.0,2018,so
307,51.26498426,6.74630218,Abgestorben,Spitzahorn,165.0,2018,so
308,51.26879878,6.73553941,Abgestorben,Sommer-Eiche - stiel-eiche,110.0,2018,so
309,51.26807171,6.73494766,Sturmschaden,Baum-Weide - kopf-weide - silb,80.0,2018,so
310,51.26805512,6.73495048,Stammschaden,,160.0,2018,so
311,51.26815987,6.73473057,Stammschaden,Sandbirke. weiss-Birke,160.0,2018,so
312,51.26790264,6.73237572,Abgestorben,Spitzahorn,90.0,2018,so
313,51.26580959,6.73746974,Morschung,Spitzahorn,90.0,2018,so
314,51.27032541,6.74807478,Stammschaden,Bergahorn,130.0,2018,so
315,51.27029206,6.74795885,Abgestorben,Gemeine kiefer,90.0,2018,so
316,51.25851742,6.75872049,Stammschaden,Gemeine eberesche,160.0,2018,so
317,51.25810191,6.75548248,Sonst,Gemeine hainbuche,,2018,so
318,51.25810869,6.75594855,Sonst,Bergahorn,,2018,so
319,51.25770183,6.75578491,Sonst,Oesterreichische Schwarzkiefer,,2018,so
320,51.25804075,6.75642959,Sonst,Bergahorn,,2018,so
321,51.25837616,6.75818213,Morschung,Scheinakazie,135.0,2018,so
322,51.25790701,6.75945696,Abgestorben,Trauben-Eiche - winter-eiche,185.0,2018,so
323,51.20636576,6.80727086,Stammschaden,Grau-Pappel,360.0,2018,so
324,51.32234789,6.77921339,Riss,Gefuelltbluehende Vogelkirsche,180.0,2018,so
325,51.26757708,6.79354519,Morschung,Italienische pyramiden-Pappel,187.0,2018,so
326,51.26294531,6.80083562,Abgestorben,Bergahorn,132.0,2018,so
327,51.26302027,6.80081843,Abgestorben,Feld-Ahorn,185.0,2018,so
328,51.26379027,6.73880576,Abgestorben,Spitzahorn,80.0,2018,so
329,51.26590037,6.74434769,Sonst,Erlenblaettrige Mehlbeere,,2018,so
330,51.258219399999994,6.75679742,Sonst,Scheinakazie,,2018,so
331,51.25826688,6.75709253,Sonst,Scheinakazie,,2018,so
332,51.25830224,6.75724847,Sonst,Scheinakazie,,2018,so
333,51.25825741,6.75729322,Sonst,Scheinakazie,,2018,so
334,51.25823203,6.757358099999999,Sonst,Scheinakazie,,2018,so
335,51.25827460000001,6.75739243,Sonst,Scheinakazie,,2018,so
336,51.26442233,6.74671285,Stammschaden,Baum-Weide - kopf-weide - silb,180.0,2018,so
337,51.14801031,6.87768032,Sonst,Scheinakazie 'bessoniana',,2018,so
338,51.1479791,6.87738805,Sonst,Scheinakazie,,2018,so
339,51.14605958,6.88653632,Abgestorben,Sommer-Eiche,125.0,2018,so
340,51.13658714,6.90133128,Abgestorben,Hainbuchenblättriger Ahorn,130.0,2018,so
341,51.12841118,6.90654308,Abgestorben,Salweide,70.0,2018,so
342,51.24815407,6.80900286,Abgestorben,Baum-Weide - kopf-weide - silb,116.0,2018,so
343,51.24819606,6.80872387,Abgestorben,Trauben-Kirsche,103.0,2018,so
344,51.22896246,6.86123859,Stammschaden,Sandbirke,181.0,2018,so
345,51.23254464,6.70890009,Sonst,Scheinakazie,,2018,so
346,51.23235487,6.7088909,Sonst,Sommer-Eiche,,2018,so
347,51.23274194,6.70725117,Stammschaden,Walnuss,90.0,2018,so
348,51.28100503,6.73100985,Sonst,Gefuelltbluehende Vogelkirsche,,2018,so
349,51.28603732,6.72454853,Morschung,Gefuelltbluehende Vogelkirsche,180.0,2018,so
350,51.28598765,6.72459817,Abgestorben,Salweide,150.0,2018,so
351,51.28599044,6.72483453,Rußrindenkrankheit,,160.0,2018,so
352,51.27584648,6.73761102,Sonst,Kaiser-Linde,,2018,so
353,51.27512792,6.78177855,Morschung,Bergahorn,68.0,2018,so
354,51.20285803,6.845422999999999,Abgestorben,Bergahorn,90.0,2018,so
355,51.20285803,6.845422999999999,Morschung,Bergahorn,200.0,2018,so
356,51.240888299999995,6.77319648,Riss,Hainbuche,224.0,2018,so
357,51.20677053,6.83477315,Abgestorben,Bergahorn,95.0,2018,so
358,51.20677053,6.83477315,Abgestorben,Hainbuche,180.0,2018,so
359,51.20677053,6.83477315,Abgestorben,Platane,140.0,2018,so
360,51.29810004,6.73919053,Riss,Bergahorn,350.0,2018,so
361,51.29810004,6.73919053,Abgestorben,Birke,60.0,2018,so
362,51.29810004,6.73919053,Pilzbefall,Birke,90.0,2018,so
363,51.29810004,6.73919053,Abgestorben,Birke,150.0,2018,so
364,51.29810004,6.73919053,Pilzbefall,Birke,260.0,2018,so
365,51.27006202,6.76020897,Abgestorben,Bergahorn,120.0,2018,so
366,51.27006202,6.76020897,Abgestorben,Bergahorn,145.0,2018,so
367,51.27006202,6.76020897,Morschung,Eberesche,150.0,2018,so
368,51.27047339,6.74897881,Stammschaden,Ahorn,150.0,2018,so
369,51.27047339,6.74897881,Stammschaden,Ahorn,130.0,2018,so
370,51.27047339,6.74897881,Abgestorben,Hainbuche,80.0,2018,so
371,51.27047339,6.74897881,Stammschaden,Kastanie,165.0,2018,so
372,51.27047339,6.74897881,Abgestorben,Kiefer,80.0,2018,so
373,51.27047339,6.74897881,Abgestorben,Kiefer,90.0,2018,so
374,51.27047339,6.74897881,Abgestorben,Kiefer,90.0,2018,so
